Country/Region,Date,Confirmed,Deaths,Recovered,Active
San Marino,2020-03-17,109,7,4,98
Saudi Arabia,2020-03-17,171,0,6,165
Senegal,2020-03-17,26,0,2,24
Serbia,2020-03-17,65,0,1,64
Seychelles,2020-03-17,4,0,0,4
Singapore,2020-03-17,266,0,114,152
Slovakia,2020-03-17,72,0,0,72
Slovenia,2020-03-17,275,1,0,274
Somalia,2020-03-17,1,0,0,1
South Africa,2020-03-17,62,0,0,62
Spain,2020-03-17,11748,533,1028,10187
Sri Lanka,2020-03-17,44,0,1,43
Sudan,2020-03-17,1,1,0,0
Suriname,2020-03-17,1,0,0,1
Sweden,2020-03-17,1190,7,0,1183
Switzerland,2020-03-17,2700,27,4,2669
Taiwan*,2020-03-17,77,1,22,54
Tanzania,2020-03-17,1,0,0,1
Thailand,2020-03-17,177,1,41,135
Togo,2020-03-17,1,0,0,1
Trinidad and Tobago,2020-03-17,5,0,0,5
Tunisia,2020-03-17,24,0,0,24
Turkey,2020-03-17,47,1,0,46
Uganda,2020-03-17,0,0,0,0
Ukraine,2020-03-17,14,2,0,12
United Arab Emirates,2020-03-17,98,0,23,75
United Kingdom,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,1,1,0,0
United Kingdom,2020-03-17,6,0,0,6
United Kingdom,2020-03-17,3,0,1,2
United Kingdom,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,4452,81,52,4319
Uruguay,2020-03-17,50,0,0,50
US,2020-03-17,6141,131,17,5993
Uzbekistan,2020-03-17,10,0,0,10
Venezuela,2020-03-17,33,0,0,33
Vietnam,2020-03-17,66,0,16,50
Zambia,2020-03-17,0,0,0,0
Zimbabwe,2020-03-17,0,0,0,0
Dominica,2020-03-17,0,0,0,0
Grenada,2020-03-17,0,0,0,0
Mozambique,2020-03-17,0,0,0,0
Syria,2020-03-17,0,0,0,0
Timor-Leste,2020-03-17,0,0,0,0
Belize,2020-03-17,0,0,0,0
Laos,2020-03-17,0,0,0,0
Libya,2020-03-17,0,0,0,0
West Bank and Gaza,2020-03-17,39,0,0,39
Guinea-Bissau,2020-03-17,0,0,0,0
Mali,2020-03-17,0,0,0,0
Saint Kitts and Nevis,2020-03-17,0,0,0,0
Canada,2020-03-17,0,0,0,0
Canada,2020-03-17,0,0,0,0
Kosovo,2020-03-17,0,0,0,0
Burma,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,0,0,0,0
Botswana,2020-03-17,0,0,0,0
Burundi,2020-03-17,0,0,0,0
Sierra Leone,2020-03-17,0,0,0,0
Malawi,2020-03-17,0,0,0,0
United Kingdom,2020-03-17,0,0,0,0
France,2020-03-17,0,0,0,0
South Sudan,2020-03-17,0,0,0,0
Western Sahara,2020-03-17,0,0,0,0
Sao Tome and Principe,2020-03-17,0,0,0,0
Yemen,2020-03-17,0,0,0,0
Comoros,2020-03-17,0,0,0,0
Tajikistan,2020-03-17,0,0,0,0
Lesotho,2020-03-17,0,0,0,0
Afghanistan,2020-03-18,22,0,1,21
Albania,2020-03-18,59,2,0,57
Algeria,2020-03-18,74,7,12,55
Andorra,2020-03-18,39,0,1,38
Angola,2020-03-18,0,0,0,0
Antigua and Barbuda,2020-03-18,1,0,0,1
Argentina,2020-03-18,79,2,3,74
Armenia,2020-03-18,84,0,1,83
Australia,2020-03-18,3,0,0,3
Australia,2020-03-18,267,5,4,258
Australia,2020-03-18,1,0,0,1
Australia,2020-03-18,94,0,8,86
Australia,2020-03-18,37,0,3,34
Australia,2020-03-18,10,0,0,10
Australia,2020-03-18,121,0,8,113
Australia,2020-03-18,35,1,0,34
Austria,2020-03-18,1646,4,9,1633
Azerbaijan,2020-03-18,28,1,6,21
Bahamas,2020-03-18,1,0,0,1
Bahrain,2020-03-18,256,1,88,167
Bangladesh,2020-03-18,14,1,3,10
Barbados,2020-03-18,2,0,0,2
Belarus,2020-03-18,51,0,5,46
Belgium,2020-03-18,1486,14,31,1441
Benin,2020-03-18,2,0,0,2
Bhutan,2020-03-18,1,0,0,1
Bolivia,2020-03-18,12,0,0,12
Bosnia and Herzegovina,2020-03-18,38,0,2,36
Brazil,2020-03-18,372,3,2,367
Brunei,2020-03-18,68,0,0,68
Bulgaria,2020-03-18,92,2,0,90
Burkina Faso,2020-03-18,20,1,0,19
Cabo Verde,2020-03-18,0,0,0,0
Cambodia,2020-03-18,35,0,1,34
Cameroon,2020-03-18,10,0,0,10
Canada,2020-03-18,97,0,0,97
Canada,2020-03-18,186,7,0,179
Canada,2020-03-18,15,0,0,15
Canada,2020-03-18,11,0,0,11
Canada,2020-03-18,3,0,0,3
Canada,2020-03-18,12,0,0,12
Canada,2020-03-18,221,1,0,220
Canada,2020-03-18,1,0,0,1
Canada,2020-03-18,94,0,0,94
Canada,2020-03-18,8,0,0,8
Central African Republic,2020-03-18,1,0,0,1
Chad,2020-03-18,0,0,0,0
Chile,2020-03-18,265,0,0,265
China,2020-03-18,990,6,984,0
China,2020-03-18,469,8,378,83
China,2020-03-18,576,6,570,0
China,2020-03-18,296,1,295,0
China,2020-03-18,133,2,91,40
China,2020-03-18,1370,8,1313,49
China,2020-03-18,253,2,250,1
China,2020-03-18,146,2,144,0
China,2020-03-18,168,6,161,1
China,2020-03-18,318,6,0,312
China,2020-03-18,482,13,459,10
China,2020-03-18,1273,22,0,1251
China,2020-03-18,181,4,92,85
China,2020-03-18,67800,3122,56927,7751
China,2020-03-18,1018,4,1014,0
China,2020-03-18,75,1,73,1
China,2020-03-18,631,0,631,0
China,2020-03-18,935,1,934,0
China,2020-03-18,93,1,92,0
China,2020-03-18,125,1,122,2
China,2020-03-18,15,0,10,5
China,2020-03-18,75,0,75,0
China,2020-03-18,18,0,18,0
China,2020-03-18,246,3,237,6
China,2020-03-18,761,7,746,8
China,2020-03-18,361,3,326,32
China,2020-03-18,133,0,133,0
China,2020-03-18,540,3,525,12
China,2020-03-18,136,3,133,0
China,2020-03-18,1,0,1,0
China,2020-03-18,76,3,73,0
China,2020-03-18,176,2,172,2
China,2020-03-18,1232,1,1216,15
Colombia,2020-03-18,102,0,1,101
Congo (Brazzaville),2020-03-18,1,0,0,1
Congo (Kinshasa),2020-03-18,4,0,0,4
Costa Rica,2020-03-18,50,0,0,50
Cote d'Ivoire,2020-03-18,6,0,1,5
Croatia,2020-03-18,81,0,4,77
Cuba,2020-03-18,7,1,0,6
Cyprus,2020-03-18,49,0,0,49
Czechia,2020-03-18,464,0,3,461
Denmark,2020-03-18,58,0,0,58
Greenland,2020-03-18,1,0,0,1
Denmark,2020-03-18,1057,4,1,1052
Djibouti,2020-03-18,1,0,0,1
Dominican Republic,2020-03-18,21,1,0,20
Ecuador,2020-03-18,111,2,0,109
Egypt,2020-03-18,196,6,32,158
El Salvador,2020-03-18,0,0,0,0
Equatorial Guinea,2020-03-18,4,0,0,4
Eritrea,2020-03-18,0,0,0,0
Estonia,2020-03-18,258,0,1,257
Eswatini,2020-03-18,1,0,0,1
Ethiopia,2020-03-18,6,0,0,6
Fiji,2020-03-18,0,0,0,0
Finland,2020-03-18,336,0,10,326
France,2020-03-18,11,0,0,11
France,2020-03-18,3,0,0,3
France,2020-03-18,27,0,0,27
France,2020-03-18,3,0,0,3
France,2020-03-18,0,0,0,0
France,2020-03-18,12,0,0,12
France,2020-03-18,3,0,0,3
France,2020-03-18,3,0,0,3
France,2020-03-18,19,1,0,18
France,2020-03-18,9043,148,12,8883
Gabon,2020-03-18,1,0,0,1
Gambia,2020-03-18,1,0,0,1
Georgia,2020-03-18,38,0,1,37
Germany,2020-03-18,12327,28,105,12194
Ghana,2020-03-18,7,0,0,7
Greece,2020-03-18,418,5,8,405
Guatemala,2020-03-18,6,1,0,5
Guinea,2020-03-18,1,0,0,1
Guyana,2020-03-18,7,1,0,6
Haiti,2020-03-18,0,0,0,0
Holy See,2020-03-18,1,0,0,1
Honduras,2020-03-18,9,0,0,9
Hungary,2020-03-18,58,1,2,55
Iceland,2020-03-18,250,1,5,244
India,2020-03-18,156,3,14,139
Indonesia,2020-03-18,227,19,11,197
Iran,2020-03-18,17361,1135,5389,10837
Iraq,2020-03-18,164,12,43,109
Ireland,2020-03-18,292,2,5,285
Israel,2020-03-18,304,0,11,293
Italy,2020-03-18,35713,2978,4025,28710
Jamaica,2020-03-18,13,0,2,11
Japan,2020-03-18,928,32,144,752
Jordan,2020-03-18,52,0,1,51
Kazakhstan,2020-03-18,35,0,0,35
Kenya,2020-03-18,3,0,0,3
South Korea,2020-03-18,8413,84,1540,6789
Kuwait,2020-03-18,142,0,15,127
Kyrgyzstan,2020-03-18,3,0,0,3
Latvia,2020-03-18,71,0,1,70
Lebanon,2020-03-18,133,3,3,127
Liberia,2020-03-18,2,0,0,2
Liechtenstein,2020-03-18,28,0,1,27
Lithuania,2020-03-18,27,0,1,26
Luxembourg,2020-03-18,203,2,0,201
Madagascar,2020-03-18,0,0,0,0
Malaysia,2020-03-18,790,2,60,728
Maldives,2020-03-18,13,0,0,13
Malta,2020-03-18,38,0,2,36
Mauritania,2020-03-18,1,0,0,1
Mauritius,2020-03-18,3,0,0,3
Mexico,2020-03-18,118,0,4,114
Moldova,2020-03-18,30,1,1,28
Monaco,2020-03-18,7,0,0,7
Mongolia,2020-03-18,6,0,0,6
Montenegro,2020-03-18,2,0,0,2
Morocco,2020-03-18,49,2,1,46
Namibia,2020-03-18,2,0,0,2
Nepal,2020-03-18,1,0,1,0
Netherlands,2020-03-18,4,0,0,4
Netherlands,2020-03-18,3,0,0,3
Netherlands,2020-03-18,0,0,0,0
Netherlands,2020-03-18,2051,58,0,1993
New Zealand,2020-03-18,20,0,0,20
Nicaragua,2020-03-18,0,0,0,0
Niger,2020-03-18,0,0,0,0
Nigeria,2020-03-18,8,0,1,7
North Macedonia,2020-03-18,35,0,1,34
Norway,2020-03-18,1550,6,1,1543
Oman,2020-03-18,39,0,12,27
Pakistan,2020-03-18,454,2,13,439
Panama,2020-03-18,86,1,0,85
Papua New Guinea,2020-03-18,0,0,0,0
Paraguay,2020-03-18,11,0,0,11
Peru,2020-03-18,145,0,1,144
Philippines,2020-03-18,202,19,5,178
Poland,2020-03-18,251,5,13,233
Portugal,2020-03-18,448,2,3,443
Qatar,2020-03-18,452,0,4,448
Romania,2020-03-18,260,0,19,241
Russia,2020-03-18,147,0,8,139
Rwanda,2020-03-18,8,0,0,8
Saint Lucia,2020-03-18,2,0,0,2
Saint Vincent and the Grenadines,2020-03-18,1,0,0,1
San Marino,2020-03-18,119,11,4,104
Saudi Arabia,2020-03-18,171,0,6,165
Senegal,2020-03-18,31,0,2,29
Serbia,2020-03-18,83,0,1,82
Seychelles,2020-03-18,4,0,0,4
Singapore,2020-03-18,313,0,114,199
Slovakia,2020-03-18,105,1,0,104
Slovenia,2020-03-18,275,1,0,274
Somalia,2020-03-18,1,0,0,1
South Africa,2020-03-18,116,0,0,116
Spain,2020-03-18,13910,623,1081,12206
Sri Lanka,2020-03-18,51,0,1,50
Sudan,2020-03-18,2,1,0,1
Suriname,2020-03-18,1,0,0,1
Sweden,2020-03-18,1279,10,0,1269
Switzerland,2020-03-18,3028,28,15,2985
Taiwan*,2020-03-18,100,1,22,77
Tanzania,2020-03-18,3,0,0,3
Thailand,2020-03-18,212,1,42,169
Togo,2020-03-18,1,0,0,1
Trinidad and Tobago,2020-03-18,7,0,0,7
Tunisia,2020-03-18,29,0,0,29
Turkey,2020-03-18,98,1,0,97
Uganda,2020-03-18,0,0,0,0
Ukraine,2020-03-18,14,2,0,12
United Arab Emirates,2020-03-18,113,0,26,87
United Kingdom,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,1,1,0,0
United Kingdom,2020-03-18,6,0,0,6
United Kingdom,2020-03-18,8,0,2,6
United Kingdom,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,1,0,0,1
United Kingdom,2020-03-18,5451,115,65,5271
Uruguay,2020-03-18,79,0,0,79
US,2020-03-18,8917,188,105,8624
Uzbekistan,2020-03-18,15,0,0,15
Venezuela,2020-03-18,36,0,0,36
Vietnam,2020-03-18,75,0,16,59
Zambia,2020-03-18,2,0,0,2
Zimbabwe,2020-03-18,0,0,0,0
Dominica,2020-03-18,0,0,0,0
Grenada,2020-03-18,0,0,0,0
Mozambique,2020-03-18,0,0,0,0
Syria,2020-03-18,0,0,0,0
Timor-Leste,2020-03-18,0,0,0,0
Belize,2020-03-18,0,0,0,0
Laos,2020-03-18,0,0,0,0
Libya,2020-03-18,0,0,0,0
West Bank and Gaza,2020-03-18,41,0,0,41
Guinea-Bissau,2020-03-18,0,0,0,0
Mali,2020-03-18,0,0,0,0
Saint Kitts and Nevis,2020-03-18,0,0,0,0
Canada,2020-03-18,0,0,0,0
Canada,2020-03-18,0,0,0,0
Kosovo,2020-03-18,0,0,0,0
Burma,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,0,0,0,0
Botswana,2020-03-18,0,0,0,0
Burundi,2020-03-18,0,0,0,0
Sierra Leone,2020-03-18,0,0,0,0
Malawi,2020-03-18,0,0,0,0
United Kingdom,2020-03-18,0,0,0,0
France,2020-03-18,0,0,0,0
South Sudan,2020-03-18,0,0,0,0
Western Sahara,2020-03-18,0,0,0,0
Sao Tome and Principe,2020-03-18,0,0,0,0
Yemen,2020-03-18,0,0,0,0
Comoros,2020-03-18,0,0,0,0
Tajikistan,2020-03-18,0,0,0,0
Lesotho,2020-03-18,0,0,0,0
Afghanistan,2020-03-19,22,0,1,21
Albania,2020-03-19,64,2,0,62
Algeria,2020-03-19,87,9,32,46
Andorra,2020-03-19,53,0,1,52
Angola,2020-03-19,0,0,0,0
Antigua and Barbuda,2020-03-19,1,0,0,1
Argentina,2020-03-19,97,3,3,91
Armenia,2020-03-19,115,0,1,114
Australia,2020-03-19,4,0,0,4
Australia,2020-03-19,307,5,4,298
Australia,2020-03-19,1,0,0,1
Australia,2020-03-19,144,0,8,136
Australia,2020-03-19,42,0,3,39
Australia,2020-03-19,10,0,3,7
Australia,2020-03-19,121,0,8,113
Australia,2020-03-19,52,1,0,51
Austria,2020-03-19,2013,6,9,1998
Azerbaijan,2020-03-19,44,1,6,37
Bahamas,2020-03-19,3,0,0,3
Bahrain,2020-03-19,278,1,100,177
Bangladesh,2020-03-19,17,1,3,13
Barbados,2020-03-19,5,0,0,5
Belarus,2020-03-19,51,0,5,46
Belgium,2020-03-19,1795,21,31,1743
Benin,2020-03-19,2,0,0,2
Bhutan,2020-03-19,1,0,0,1
Bolivia,2020-03-19,12,0,0,12
Bosnia and Herzegovina,2020-03-19,63,0,2,61
Brazil,2020-03-19,621,6,2,613
Brunei,2020-03-19,75,0,0,75
Bulgaria,2020-03-19,94,3,0,91
Burkina Faso,2020-03-19,33,1,0,32
Cabo Verde,2020-03-19,0,0,0,0
Cambodia,2020-03-19,37,0,1,36
Cameroon,2020-03-19,13,0,0,13
Canada,2020-03-19,119,0,0,119
Canada,2020-03-19,231,7,0,224
Canada,2020-03-19,17,0,0,17
Canada,2020-03-19,11,0,0,11
Canada,2020-03-19,3,0,0,3
Canada,2020-03-19,14,0,0,14
Canada,2020-03-19,257,1,0,256
Canada,2020-03-19,2,0,0,2
Canada,2020-03-19,121,1,0,120
Canada,2020-03-19,16,0,0,16
Central African Republic,2020-03-19,1,0,0,1
Chad,2020-03-19,1,0,0,1
Chile,2020-03-19,265,0,0,265
China,2020-03-19,990,6,984,0
China,2020-03-19,480,8,380,92
China,2020-03-19,576,6,570,0
China,2020-03-19,296,1,295,0
China,2020-03-19,134,2,91,41
China,2020-03-19,1378,8,1318,52
China,2020-03-19,253,2,250,1
China,2020-03-19,146,2,144,0
China,2020-03-19,168,6,161,1
China,2020-03-19,318,6,0,312
China,2020-03-19,483,13,460,10
China,2020-03-19,1273,22,0,1251
China,2020-03-19,208,4,95,109
China,2020-03-19,67800,3130,57682,6988
China,2020-03-19,1018,4,1014,0
China,2020-03-19,75,1,74,0
China,2020-03-19,631,0,631,0
China,2020-03-19,935,1,934,0
China,2020-03-19,93,1,92,0
China,2020-03-19,125,1,122,2
China,2020-03-19,17,0,10,7
China,2020-03-19,75,0,75,0
China,2020-03-19,18,0,18,0
China,2020-03-19,246,3,237,6
China,2020-03-19,761,7,747,7
China,2020-03-19,363,3,326,34
China,2020-03-19,133,0,133,0
China,2020-03-19,540,3,536,1
China,2020-03-19,137,3,133,1
China,2020-03-19,1,0,1,0
China,2020-03-19,76,3,73,0
China,2020-03-19,176,2,172,2
China,2020-03-19,1233,1,1217,15
Colombia,2020-03-19,108,0,1,107
Congo (Brazzaville),2020-03-19,3,0,0,3
Congo (Kinshasa),2020-03-19,14,0,0,14
Costa Rica,2020-03-19,69,1,0,68
Cote d'Ivoire,2020-03-19,9,0,1,8
Croatia,2020-03-19,105,1,5,99
Cuba,2020-03-19,11,1,0,10
Cyprus,2020-03-19,67,0,0,67
Czechia,2020-03-19,694,0,3,691
Denmark,2020-03-19,72,0,0,72
Greenland,2020-03-19,2,0,0,2
Denmark,2020-03-19,1151,6,1,1144
Djibouti,2020-03-19,1,0,0,1
Dominican Republic,2020-03-19,34,2,0,32
Ecuador,2020-03-19,199,3,0,196
Egypt,2020-03-19,256,6,32,218
El Salvador,2020-03-19,1,0,0,1
Equatorial Guinea,2020-03-19,6,0,0,6
Eritrea,2020-03-19,0,0,0,0
Estonia,2020-03-19,267,0,1,266
Eswatini,2020-03-19,1,0,0,1
Ethiopia,2020-03-19,6,0,0,6
Fiji,2020-03-19,1,0,0,1
Finland,2020-03-19,400,0,10,390
France,2020-03-19,11,0,0,11
France,2020-03-19,6,0,0,6
France,2020-03-19,33,0,0,33
France,2020-03-19,3,0,0,3
France,2020-03-19,2,0,0,2
France,2020-03-19,14,0,0,14
France,2020-03-19,3,0,0,3
France,2020-03-19,4,0,0,4
France,2020-03-19,23,1,0,22
France,2020-03-19,10871,243,12,10616
Gabon,2020-03-19,1,0,0,1
Gambia,2020-03-19,1,0,0,1
Georgia,2020-03-19,40,0,1,39
Germany,2020-03-19,15320,44,113,15163
Ghana,2020-03-19,11,0,0,11
Greece,2020-03-19,418,6,8,404
Guatemala,2020-03-19,9,1,0,8
Guinea,2020-03-19,1,0,0,1
Guyana,2020-03-19,7,1,0,6
Haiti,2020-03-19,0,0,0,0
Holy See,2020-03-19,1,0,0,1
Honduras,2020-03-19,12,0,0,12
Hungary,2020-03-19,73,1,2,70
Iceland,2020-03-19,330,1,5,324
India,2020-03-19,194,4,15,175
Indonesia,2020-03-19,311,25,11,275
Iran,2020-03-19,18407,1284,5710,11413
Iraq,2020-03-19,192,13,43,136
Ireland,2020-03-19,557,3,5,549
Israel,2020-03-19,427,0,11,416
Italy,2020-03-19,41035,3405,4440,33190
Jamaica,2020-03-19,15,1,2,12
Japan,2020-03-19,968,33,150,785
Jordan,2020-03-19,69,0,1,68
Kazakhstan,2020-03-19,44,0,0,44
Kenya,2020-03-19,7,0,0,7
South Korea,2020-03-19,8565,91,1540,6934
Kuwait,2020-03-19,148,0,18,130
Kyrgyzstan,2020-03-19,3,0,0,3
Latvia,2020-03-19,86,0,1,85
Lebanon,2020-03-19,157,4,4,149
Liberia,2020-03-19,2,0,0,2
Liechtenstein,2020-03-19,28,0,1,27
Lithuania,2020-03-19,36,0,1,35
Luxembourg,2020-03-19,335,4,0,331
Madagascar,2020-03-19,0,0,0,0
Malaysia,2020-03-19,900,2,75,823
Maldives,2020-03-19,13,0,0,13
Malta,2020-03-19,53,0,2,51
Mauritania,2020-03-19,2,0,0,2
Mauritius,2020-03-19,3,0,0,3
Mexico,2020-03-19,164,1,4,159
Moldova,2020-03-19,49,1,1,47
Monaco,2020-03-19,7,0,0,7
Mongolia,2020-03-19,6,0,0,6
Montenegro,2020-03-19,3,0,0,3
Morocco,2020-03-19,63,2,1,60
Namibia,2020-03-19,3,0,0,3
Nepal,2020-03-19,1,0,1,0
Netherlands,2020-03-19,4,0,0,4
Netherlands,2020-03-19,3,1,0,2
Netherlands,2020-03-19,0,0,0,0
Netherlands,2020-03-19,2460,76,0,2384
New Zealand,2020-03-19,28,0,0,28
Nicaragua,2020-03-19,1,0,0,1
Niger,2020-03-19,0,0,0,0
Nigeria,2020-03-19,8,0,1,7
North Macedonia,2020-03-19,48,0,1,47
Norway,2020-03-19,1746,7,1,1738
Oman,2020-03-19,48,0,12,36
Pakistan,2020-03-19,501,3,13,485
Panama,2020-03-19,109,1,0,108
Papua New Guinea,2020-03-19,0,0,0,0
Paraguay,2020-03-19,11,0,0,11
Peru,2020-03-19,234,0,1,233
Philippines,2020-03-19,217,17,8,192
Poland,2020-03-19,355,5,1,349
Portugal,2020-03-19,785,3,3,779
Qatar,2020-03-19,460,0,4,456
Romania,2020-03-19,277,0,25,252
Russia,2020-03-19,199,1,9,189
Rwanda,2020-03-19,8,0,0,8
Saint Lucia,2020-03-19,2,0,0,2
Saint Vincent and the Grenadines,2020-03-19,1,0,0,1
San Marino,2020-03-19,119,11,4,104
Saudi Arabia,2020-03-19,274,0,6,268
Senegal,2020-03-19,31,0,2,29
Serbia,2020-03-19,103,0,1,102
Seychelles,2020-03-19,6,0,0,6
Singapore,2020-03-19,345,0,114,231
Slovakia,2020-03-19,123,1,0,122
Slovenia,2020-03-19,286,1,0,285
Somalia,2020-03-19,1,0,0,1
South Africa,2020-03-19,150,0,0,150
Spain,2020-03-19,17963,830,1107,16026
Sri Lanka,2020-03-19,60,0,3,57
Sudan,2020-03-19,2,1,0,1
Suriname,2020-03-19,1,0,0,1
Sweden,2020-03-19,1439,11,0,1428
Switzerland,2020-03-19,4075,41,15,4019
Taiwan*,2020-03-19,108,1,26,81
Tanzania,2020-03-19,6,0,0,6
Thailand,2020-03-19,272,1,42,229
Togo,2020-03-19,1,0,0,1
Trinidad and Tobago,2020-03-19,9,0,0,9
Tunisia,2020-03-19,39,1,0,38
Turkey,2020-03-19,192,3,0,189
Uganda,2020-03-19,0,0,0,0
Ukraine,2020-03-19,16,2,0,14
United Arab Emirates,2020-03-19,140,0,31,109
United Kingdom,2020-03-19,2,0,0,2
United Kingdom,2020-03-19,3,1,0,2
United Kingdom,2020-03-19,11,0,0,11
United Kingdom,2020-03-19,10,0,2,8
United Kingdom,2020-03-19,0,0,0,0
United Kingdom,2020-03-19,1,0,0,1
United Kingdom,2020-03-19,6506,158,65,6283
Uruguay,2020-03-19,94,0,0,94
US,2020-03-19,14157,265,121,13771
Uzbekistan,2020-03-19,23,0,0,23
Venezuela,2020-03-19,42,0,0,42
Vietnam,2020-03-19,85,0,16,69
Zambia,2020-03-19,2,0,0,2
Zimbabwe,2020-03-19,0,0,0,0
Dominica,2020-03-19,0,0,0,0
Grenada,2020-03-19,0,0,0,0
Mozambique,2020-03-19,0,0,0,0
Syria,2020-03-19,0,0,0,0
Timor-Leste,2020-03-19,0,0,0,0
Belize,2020-03-19,0,0,0,0
Laos,2020-03-19,0,0,0,0
Libya,2020-03-19,0,0,0,0
West Bank and Gaza,2020-03-19,44,0,0,44
Guinea-Bissau,2020-03-19,0,0,0,0
Mali,2020-03-19,0,0,0,0
Saint Kitts and Nevis,2020-03-19,0,0,0,0
Canada,2020-03-19,0,0,0,0
Canada,2020-03-19,0,0,0,0
Kosovo,2020-03-19,0,0,0,0
Burma,2020-03-19,0,0,0,0
United Kingdom,2020-03-19,0,0,0,0
United Kingdom,2020-03-19,0,0,0,0
United Kingdom,2020-03-19,0,0,0,0
Botswana,2020-03-19,0,0,0,0
Burundi,2020-03-19,0,0,0,0
Sierra Leone,2020-03-19,0,0,0,0
Malawi,2020-03-19,0,0,0,0
United Kingdom,2020-03-19,0,0,0,0
France,2020-03-19,0,0,0,0
South Sudan,2020-03-19,0,0,0,0
Western Sahara,2020-03-19,0,0,0,0
Sao Tome and Principe,2020-03-19,0,0,0,0
Yemen,2020-03-19,0,0,0,0
Comoros,2020-03-19,0,0,0,0
Tajikistan,2020-03-19,0,0,0,0
Lesotho,2020-03-19,0,0,0,0
Afghanistan,2020-03-20,24,0,1,23
Albania,2020-03-20,70,2,0,68
Algeria,2020-03-20,90,11,32,47
Andorra,2020-03-20,75,0,1,74
Angola,2020-03-20,1,0,0,1
Antigua and Barbuda,2020-03-20,1,0,0,1
Argentina,2020-03-20,128,3,3,122
Armenia,2020-03-20,136,0,1,135
Australia,2020-03-20,6,0,0,6
Australia,2020-03-20,353,6,4,343
Australia,2020-03-20,3,0,0,3
Australia,2020-03-20,184,0,8,176
Australia,2020-03-20,50,0,3,47
Australia,2020-03-20,10,0,3,7
Australia,2020-03-20,121,0,8,113
Australia,2020-03-20,64,1,0,63
Austria,2020-03-20,2388,6,9,2373
Azerbaijan,2020-03-20,44,1,6,37
Bahamas,2020-03-20,3,0,0,3
Bahrain,2020-03-20,285,1,100,184
Bangladesh,2020-03-20,20,1,3,16
Barbados,2020-03-20,5,0,0,5
Belarus,2020-03-20,69,0,5,64
Belgium,2020-03-20,2257,37,1,2219
Benin,2020-03-20,2,0,0,2
Bhutan,2020-03-20,2,0,0,2
Bolivia,2020-03-20,15,0,0,15
Bosnia and Herzegovina,2020-03-20,89,0,2,87
Brazil,2020-03-20,793,11,2,780
Brunei,2020-03-20,78,0,1,77
Bulgaria,2020-03-20,127,3,0,124
Burkina Faso,2020-03-20,40,1,0,39
Cabo Verde,2020-03-20,1,0,0,1
Cambodia,2020-03-20,51,0,1,50
Cameroon,2020-03-20,20,0,0,20
Canada,2020-03-20,146,1,0,145
Canada,2020-03-20,271,8,0,263
Canada,2020-03-20,17,0,0,17
Canada,2020-03-20,11,0,0,11
Canada,2020-03-20,4,0,0,4
Canada,2020-03-20,15,0,0,15
Canada,2020-03-20,308,2,0,306
Canada,2020-03-20,2,0,0,2
Canada,2020-03-20,139,1,0,138
Canada,2020-03-20,20,0,0,20
Central African Republic,2020-03-20,3,0,0,3
Chad,2020-03-20,1,0,0,1
Chile,2020-03-20,461,0,6,455
China,2020-03-20,990,6,984,0
China,2020-03-20,491,8,390,93
China,2020-03-20,576,6,570,0
China,2020-03-20,299,1,295,3
China,2020-03-20,134,2,98,34
China,2020-03-20,1395,8,1323,64
China,2020-03-20,254,2,250,2
China,2020-03-20,146,2,144,0
China,2020-03-20,168,6,161,1
China,2020-03-20,318,6,0,312
China,2020-03-20,484,13,463,8
China,2020-03-20,1273,22,0,1251
China,2020-03-20,256,4,98,154
China,2020-03-20,67800,3133,58382,6285
China,2020-03-20,1018,4,1014,0
China,2020-03-20,75,1,74,0
China,2020-03-20,631,0,631,0
China,2020-03-20,935,1,934,0
China,2020-03-20,93,1,92,0
China,2020-03-20,126,2,122,2
China,2020-03-20,17,0,10,7
China,2020-03-20,75,0,75,0
China,2020-03-20,18,0,18,0
China,2020-03-20,247,3,237,7
China,2020-03-20,762,7,748,7
China,2020-03-20,371,3,326,42
China,2020-03-20,133,0,133,0
China,2020-03-20,541,3,536,2
China,2020-03-20,137,3,133,1
China,2020-03-20,1,0,1,0
China,2020-03-20,76,3,73,0
China,2020-03-20,176,2,172,2
China,2020-03-20,1234,1,1219,14
Colombia,2020-03-20,158,0,1,157
Congo (Brazzaville),2020-03-20,3,0,0,3
Congo (Kinshasa),2020-03-20,18,0,0,18
Costa Rica,2020-03-20,89,1,0,88
Cote d'Ivoire,2020-03-20,9,0,1,8
Croatia,2020-03-20,128,1,5,122
Cuba,2020-03-20,16,1,0,15
Cyprus,2020-03-20,67,0,0,67
Czechia,2020-03-20,833,0,4,829
Denmark,2020-03-20,80,0,0,80
Greenland,2020-03-20,2,0,0,2
Denmark,2020-03-20,1255,9,1,1245
Djibouti,2020-03-20,1,0,0,1
